Feature,Number of datasets,Median auROC,Median log FC,Partition
MAP2K1,3,0.6711085470548296,0.342059692313468,11
PON2,3,0.6551536657071918,0.29836809962429434,11
ARID5A,3,0.6364119653288627,0.2981560646034027,11
S100A8,5,0.9067011652466707,2.6461534288849626,12
S100A9,5,0.9127463244498146,2.362082288406281,12
FCN1,3,0.914737790700569,2.3301514578048947,12
VCAN,3,0.9140285208385394,2.2206148972721533,12
S100A12,5,0.8393924321496014,1.9987283489116199,12
FOS,2,0.8368016509716882,1.4627163586483558,12
LYZ,5,0.8336279132292097,1.228444991308518,12
RGS2,3,0.780138517519038,1.1966336746859025,12
THBS1,2,0.7327426964394996,1.1811893813040244,12
CFP,2,0.8105594886226348,1.1049120491059807,12
IL1R2,2,0.7144400414084902,0.9509019937570369,12
SOCS3,2,0.7359397434529377,0.9361632538883458,12
SLC2A3,3,0.7335239535985231,0.9339067921762331,12
CEBPD,3,0.7453863179448865,0.9229114518786403,12
AP1S2,4,0.7391100464213844,0.8390603229378772,12
CD14,2,0.6907289900214255,0.837282306188473,12
FPR1,3,0.7301782059656591,0.8349894020376258,12
FYB,3,0.760194962044184,0.8314279193500297,12
HMGB2,3,0.7180098680116106,0.8214821718402768,12
SELL,3,0.7379412064537948,0.78524524811421,12
SERPINB1,3,0.7870912887701043,0.7762809782763129,12
SAMSN1,2,0.691698224866713,0.7639366172579397,12
MNDA,5,0.7146018690472041,0.7446999527132566,12
CLEC4E,5,0.7125868412979065,0.7446700471882217,12
CSF3R,4,0.7023084384095301,0.7332675397773857,12
CSTA,4,0.7801246133681765,0.704263956215414,12
GAPDH,3,0.7736677438149754,0.6890281876436264,12
CD36,2,0.7019140276024427,0.6739702079043142,12
CD300E,2,0.6965956212375313,0.6652328830756656,12
METTL9,3,0.7168554030997112,0.6466479725445128,12
NUP214,2,0.694872887495589,0.6044717470958518,12
EEF1D,2,0.76442371722575575,0.5968837556333628,12
C14orf2,2,0.7498823150643557,0.5911157098957502,12
CD93,2,0.679019234861925,0.5752254041729878,12
SLC25A37,2,0.6653545785375681,0.5462430670320183,12
NAIP,2,0.6851390394420918,0.5427466345922021,12
TKT,2,0.7285465110414193,0.5414480267097532,12
DAZAP2,3,0.6903933643358281,0.5332928931789243,12
CDA,3,0.6849751597970567,0.5282573664222906,12
TRAPPC5,2,0.6948728163645512,0.4854104544104611,12
AGTRAP,2,0.6698178471259043,0.4784991410481783,12
FCAR,2,0.6541327563672289,0.4779777573432734,12
GLIPR1,2,0.6600654584630515,0.46921499787253274,12
BCL3,2,0.6506260021154606,0.43830406271523437,12
RASSF2,2,0.6565762862457684,0.4376021224152725,12
LRRK2,4,0.6424960585981804,0.436419510871338,12
HRH2,2,0.640778573405461,0.4283494905657899,12
GMFG,2,0.6784704651131224,0.37271797953190766,12
PCBP1,2,0.6736282102503062,0.3687509054586664,12
MT-ND2,2,0.9637022957982988,1.4563535776838537,13
MARCO,3,0.8418545835493805,1.369173917661454,13
FN1,2,0.7359693068318865,1.346864674477923,13
ACP5,2,0.8269356289204305,1.2651424151308142,13
MT-CYB,3,0.8857277617415298,1.2241391566200543,13
MRC1,5,0.832401773526206,1.2194548104398995,13
MT-ND1,2,0.9250208736413944,1.1784082537995695,13
MT-CO1,2,0.9362982236404638,1.1647186066124564,13
GRN,4,0.8510157423268607,1.1444475736897386,13
OLR1,3,0.8076535246356314,1.1094178420285725,13
MT-ND3,3,0.916336234671019,1.0751949378782517,13
MT-ND4,2,0.9091846005940933,1.0671896431402266,13
MT-CO2,3,0.9232579549422757,1.048877647115261,13
VSIG4,2,0.7696466356877099,1.0251789911202427,13
LGALS3BP,2,0.799588155475955,1.0176129866244699,13
HLA-C,2,0.806096599580622,0.9902372317352042,13
HLA-A,2,0.7990277594023603,0.9389803860828558,13
PSAP,3,0.8560605907578692,0.9333694251134488,13
INHBA,4,0.7105586621940381,0.9283597996133274,13
MT-ATP6,3,0.8687114422069607,0.8900925960185879,13
LRPAP1,3,0.7749884357218029,0.8646338408830117,13
MT-CO3,4,0.86922171367186,0.8494365233598697,13
CTSS,2,0.7795317009249567,0.8411261268001374,13
SLC11A1,3,0.7821669429369422,0.8352749145370153,13
MSR1,3,0.7342170745762894,0.8086846854928432,13
TFRC,3,0.7328071628069925,0.8082420096417356,13
TXNIP,2,0.7592349805793641,0.7945160048265391,13
MT-ND4L,5,0.7409837627687147,0.7263170891935927,13
ABHD5,2,0.7194955859319302,0.7148564731781639,13
APLP2,3,0.7501571411942731,0.7078094480312731,13
CD81,2,0.7484963833667695,0.6872811487979489,13
CTNNB1,2,0.735133181252814,0.6866417536168059,13
PLXDC2,2,0.7489714615551049,0.6730766011591474,13
ABCG1,3,0.7295657246046588,0.6713919245115294,13
MT-ND5,5,0.7639740992561788,0.6661321846858237,13
LPL,2,0.6973447164297824,0.665368354549337,13
EML4,3,0.7460655409328745,0.6646572991484433,13
LRP1,4,0.7374106969003178,0.6582331931236332,13
GPRIN3,2,0.7158980733885014,0.6386285803164553,13
NCEH1,2,0.7179359097395978,0.6180537250981507,13
PPARG,2,0.6940290847992772,0.5711027915415235,13
CD46,2,0.7035062055013324,0.5676545842982239,13
GLDN,2,0.6760774599675412,0.5493193536763932,13
TAPBP,2,0.7101083616687358,0.540403999459771,13
ADAM17,2,0.6957692813271054,0.533656070951491,13
CD164,2,0.6849778268112576,0.4806807198042703,13
DST,3,0.6624745084199508,0.48026923602464694,13
SEL1L,2,0.6745600071587612,0.4735174961381302,13
TMED5,2,0.6751910070985762,0.4676042670577503,13
TGOLN2,2,0.679854359814869,0.4656386427818195,13
TLR4,2,0.6469834484794834,0.44203633724362373,13
LAMP2,2,0.6597797621577512,0.4246619736146156,13
PNPLA6,3,0.6646004920962912,0.4234259267593409,13
ADAMTSL4,3,0.6707668608668291,0.42182090553611545,13
ACER3,2,0.6454077743341258,0.38050806258115144,13
HSPA1A,2,0.8514766341361648,2.211853092792137,14
HSPA1B,2,0.7948270128314417,1.5709917583591575,14
DNAJB1,2,0.809439328059145,1.5408581031521158,14
HSPA6,2,0.7283325046988691,1.0952907783616295,14
HSPE1,2,0.772886775051007,1.031063540092695,14
HSPD1,2,0.7481652781950234,0.8163730861530698,14
BAG3,3,0.6568212688994257,0.562865551007057,14
ISG15,8,0.9211770677893948,2.14449785936802,15
IFI6,8,0.8442012496311002,1.3357701350177726,15
CXCL10,4,0.7307044100633655,1.2138562797107382,15
LY6E,6,0.8087294874194533,1.1482601695152423,15
MX1,8,0.8243006068014971,1.0785088147178317,15
IFIT1,8,0.8165264724054331,0.9570803518029294,15
IFIT3,8,0.8108441777754261,0.9539616479710884,15
TNFSF13B,5,0.7999420775638393,0.952603522317669,15
TYMP,4,0.7865384578028154,0.9363971247361506,15
LAP3,5,0.7661967661967662,0.8190351106517498,15
IFIT2,7,0.7684137909244451,0.8081621385225322,15
EPSTI1,6,0.7628744551809203,0.7485850780310295,15
OAS1,7,0.7247511638754192,0.7056218096198682,15
IFI44L,6,0.7795532137093855,0.700778423990279,15
FPR3,5,0.6975722230794458,0.646193102224396,15
UBE2L6,7,0.7321597709689901,0.6397302344909823,15
NT5C3A,6,0.7303646818264349,0.6117702017153825,15
RSAD2,8,0.7024923396233741,0.6028559857118632,15
DYNLT1,5,0.7318499808903438,0.5992371735876363,15
TNFSF10,7,0.7195177245028522,0.5896798123381383,15
BST2,5,0.7114427880963458,0.5820256305673013,15
PSMA4,3,0.7134314076994466,0.5738414508335772,15
HERC5,5,0.7343618065992814,0.5723360115835003,15
OAS2,6,0.7576653468770005,0.566687401754079,15
STAT1,5,0.7128639458184912,0.5621364349920257,15
MX2,5,0.6787435170473617,0.5550378475257921,15
SAMD9L,4,0.7492582815905362,0.5446919354552762,15
IFI35,8,0.7101529467953559,0.5353895770995458,15
PLSCR1,4,0.7029101416126385,0.5322933144228451,15
IRF7,4,0.6955637384093575,0.4922196545634628,15
EIF2AK2,6,0.6947967947897282,0.48384701316258205,15
RNF213,3,0.6790889564804188,0.48094625902468935,15
TMEM123,3,0.6852977072245348,0.47716408539242006,15
PARP14,4,0.6701482946832001,0.4640358652189567,15
XAF1,6,0.7061596532953132,0.4606315189271766,15
SPATS2L,4,0.7002090389130197,0.4476496974545352,15
IFI16,4,0.6887605326209403,0.44696707145179043,15
OASL,5,0.716615922504961,0.4405436083672102,15
IFI44,6,0.7109768856588436,0.4357976973064227,15
CMPK2,6,0.7166382013561126,0.42909323370763425,15
OAS3,7,0.6973469625142136,0.4277215374526577,15
SSB,6,0.6599562360690168,0.41754466101062654,15
RABGAP1L,3,0.6726765150633942,0.4043231994419464,15
PARP9,5,0.6731828571946971,0.39982075006152795,15
USP18,5,0.6861223332624566,0.38010614497589235,15
IFIH1,4,0.67553754273851,0.35018825982094476,15
NAGK,3,0.6376424501424501,0.3478516139975247,15
SIGLEC1,3,0.6563398498366886,0.3325797747417121,15
IL4I1,3,0.6443396248810097,0.3320060566260341,15
SAMD9,3,0.6382587623638822,0.29215045950114027,15
ADAR,3,0.6182514961742798,0.2757893826992951,15
GMPR,3,0.6491248295514879,0.26136024630135823,15
AREG,2,0.759629034775289,1.55082389337821,16
GPR183,4,0.8594906707581933,1.4262680840536444,16
RGS1,4,0.8234098225198205,1.4062637986453608,16
HLA-DPA1,3,0.7844825356599451,1.3274684685200095,16
HLA-DPB1,5,0.8442386146208245,1.3072460762674525,16
INSIG1,3,0.7938704398433479,1.2789343075214898,16
HLA-DQA1,4,0.776012325614761,1.2274927703972622,16
CEBPD,2,0.8079029311701025,1.142619528375827,16
HLA-DQB1,4,0.7890465847026624,1.1020926151240067,16
MS4A6A,2,0.7908886472179589,1.0879444881397844,16
ZFP36,4,0.79137164158889,1.0665898196124861,16
CST3,3,0.7954200434429266,0.9359083743732266,16
BTG1,3,0.7816048053338278,0.9290853177012506,16
HERPUD1,4,0.7660240533831526,0.9197124748092647,16
REL,3,0.7740270458848192,0.9175304187556231,16
RNASE6,3,0.7724015245968164,0.8831642758548883,16
CXCR4,3,0.7060499709201864,0.8802183035792722,16
CCL17,5,0.6341259170507548,0.8147413639091587,16
CST7,3,0.7186346290005816,0.7442481266930419,16
SGK1,3,0.7267992857253612,0.7337658382853669,16
CLEC10A,6,0.7287216781205859,0.6900849223797934,16
CD83,2,0.7009106187647942,0.6836045435336692,16
CD1C,2,0.7125007919104813,0.6784287763778121,16
F13A1,2,0.704652813412374,0.6781115417970673,16
DUSP4,4,0.6929873048654163,0.6459321813640506,16
YWHAH,2,0.6963070817614403,0.632566592069946,16
RGS10,4,0.7192084755631178,0.6190853442716902,16
NR4A3,2,0.6940171157358489,0.6016616716995975,16
CPVL,2,0.6996079198723554,0.5971425373281746,16
LGALS2,2,0.7047093788999654,0.5933042918617852,16
NR4A2,3,0.713869954493247,0.593027394404717,16
ARL4C,2,0.6955180283027116,0.5805121856702413,16
CSF2RA,6,0.7204686246259262,0.5760092889055758,16
STK17B,2,0.7186576976932106,0.5614633111854661,16
S100B,2,0.6537584118225639,0.5540997951512421,16
FCGR2B,5,0.6894614789829803,0.5469199067107888,16
ETS2,2,0.6844760772776223,0.5457998630067687,16
FCER1A,5,0.6396128471976094,0.5370576739133924,16
PPA1,3,0.7024990952377573,0.5101703145108729,16
PKIB,6,0.6846054883984148,0.49810677608222526,16
FAM26F,2,0.6675612172449062,0.4947053059250888,16
AKAP13,2,0.6891149867016201,0.4695325975466679,16
CD86,3,0.6801306180673989,0.4683737107807996,16
CMTM6,2,0.6698988586585717,0.4678875918114534,16
TUBA1A,2,0.6355508925991618,0.44380437104597603,16
IL13RA1,2,0.6608563782633166,0.4435112299279105,16
BASP1,2,0.6551311860354261,0.44194266855552755,16
RALA,4,0.6677211856394403,0.4352971962922807,16
SRGAP1,2,0.6717156163406235,0.4118883173208082,16
LPAR6,2,0.6445183487569257,0.41122668813673025,16
SATB1,3,0.6713066807006197,0.41056033580566,16
RAB31,2,0.6434666971128113,0.4031144968005746,16
RPS21,2,0.665594506642269,0.3868741649404105,16
CLEC5A,4,0.6385938775449176,0.3807276243964288,16
STAB1,2,0.6329870927643733,0.37578488875184163,16
ADAM8,2,0.6774440006787097,0.37281301025429936,16
FAM49B,2,0.6591439200892466,0.36701985953783495,16
SPINT2,3,0.6328221801009786,0.36668397011344234,16
CTSH,2,0.638747466771847,0.3633712668515657,16
ADAM28,2,0.6645565213319875,0.3364270501968081,16
RHOC,2,0.6258423077969579,0.32851135665860975,16
STK4,2,0.6410339908569436,0.32780440283017453,16
GPAT3,2,0.6467125631898596,0.32330445762340276,16
MAP2K1,2,0.6432696899641868,0.3197419266471231,16
GNAQ,2,0.6025921999769482,0.2822190630864398,16
CPVL,9,0.8867264013336111,1.970462114761209,17
HLA-DPA1,8,0.9326289281665083,1.9469197740593167,17
CST3,9,0.9377760148089382,1.928796519488384,17
HLA-DPB1,8,0.9239966860063656,1.9106700878257143,17
RPS14,3,0.7648763625300308,1.8510199294732494,17
HLA-DQA1,3,0.8939199079882895,1.807069662134925,17
C1orf54,8,0.9365025209923283,1.6888220844722948,17
CD74,7,0.9163042612504978,1.635692729440542,17
RPL21,3,0.7230942938973343,1.5673985204042322,17
DUSP4,3,0.8852539287524771,1.543108496548126,17
CLEC9A,7,0.9339731965773219,1.4996808650765179,17
LGALS2,7,0.777344355036739,1.4442351480745308,17
SNX3,9,0.8659280868699497,1.4199937989661326,17
CPNE3,9,0.8526591187978977,1.3983109559258906,17
IRF8,6,0.806839481345802,1.3434143366680404,17
RPS23,3,0.8479709279171644,1.3407218870239546,17
SLAMF7,3,0.7685883877360468,1.3343505526263981,17
NAP1L1,5,0.8637436013675601,1.3284275667917584,17
RPL27A,3,0.7456077669162903,1.3104631013495245,17
RPL18A,5,0.8312179742466481,1.3103584111154882,17
NAAA,8,0.8547118593670557,1.239273524471888,17
RPL23A,3,0.6993831240361313,1.2210897590906287,17
S100B,6,0.7434427385321138,1.1916215245184087,17
FGL2,3,0.7143119420052665,1.1867147976882337,17
RPL4,5,0.8290349130492499,1.1582612566762456,17
RPL31,3,0.8020350457984866,1.1580585946880613,17
RPS8,5,0.8161693248728062,1.1448805625302136,17
RGS10,7,0.8693142541130928,1.135822111385934,17
DNASE1L3,7,0.810594416562108,1.1336317381153322,17
RPL5,4,0.8058497427296474,1.1117919868087274,17
RPS21,3,0.7974678083101022,1.0953882968120645,17
EEF1B2,8,0.8197992580937041,1.0626886285233965,17
PPT1,3,0.8365852341503585,1.0509865320581215,17
WDFY4,9,0.8505280217482225,1.0487215653072428,17
TAP1,4,0.8372094463120885,1.0085500126354652,17
RAB32,3,0.794155165202844,1.00078774524408,17
TACSTD2,3,0.8293916813056044,0.9912901502281626,17
SERPINB9,3,0.7686778053269375,0.8875468487456917,17
SEPT6,4,0.7654761449731784,0.8744575328828756,17
HLA-DOB,4,0.8413058793401119,0.8707537492874502,17
CADM1,8,0.8027460284796201,0.8407556317810565,17
RAB7B,5,0.7596825796813197,0.8319774221209445,17
RPS16,5,0.8125906013540423,0.8175591888281528,17
UCP2,3,0.8219625679631953,0.804328807301636,17
CLNK,6,0.7544745212435595,0.8019096818544813,17
RPLP1,3,0.7935459898245012,0.7954079545413517,17
NET1,4,0.797251086852809,0.7865621075693551,17
ENSA,4,0.7852988343050797,0.7772928927860877,17
MZT2A,3,0.7893299254372742,0.7684290626236945,17
CCND1,6,0.766282729688228,0.7464064692973621,17
RPL8,4,0.8128493825200404,0.7418733643963826,17
COX7C,3,0.7554473649276516,0.698505784477774,17
SHTN1,4,0.768256435764773,0.6391276124945238,17
KCNK6,3,0.7881012128816395,0.6018424117980338,17
HDAC9,3,0.8442612562790912,0.5803969869521108,17
ELOVL5,3,0.7556241854139514,0.5518930111253552,17
UPF2,3,0.7339665854441737,0.5282104649443797,17
BATF3,3,0.7724779943776211,0.4830042356703171,17
APOE,5,0.8894425792031008,2.510726023470744,18
CCL18,3,0.8126290453347746,2.1699887905674564,18
APOC1,3,0.8078251074611101,2.134086557842841,18
CTSD,2,0.8482116234288819,1.7843144342599977,18
CHI3L1,2,0.7850049936615606,1.5034372867531114,18
GPNMB,6,0.8200450914086868,1.4654470466675815,18
PSAP,3,0.7903394429661826,1.3483144914744187,18
CHIT1,4,0.7033396012506503,1.1984076609119654,18
LGMN,4,0.7784974463841627,1.1399684144108373,18
CFD,2,0.8168460427779406,1.1305095535602698,18
CTSZ,2,0.7934511900203283,1.08768930323471,18
LIPA,6,0.7992679924520667,1.0872875915598006,18
ASAH1,4,0.7453958833666539,1.0367328474730897,18
PLD3,6,0.7796211967147654,1.0227015592955246,18
CYP27A1,3,0.802869723763129,0.986025277738632,18
CAPG,3,0.7175908016333549,0.9835124699092037,18
MS4A4A,3,0.7831093357226412,0.975849841464458,18
HEXB,3,0.7533926291371692,0.9729158272461655,18
APLP2,2,0.7229787356099834,0.904192409872695,18
MMP9,2,0.7058020558544437,0.8936020821641062,18
DAB2,2,0.7086068537705933,0.8932724088030641,18
HLA-DMB,2,0.7602474083901593,0.877356877261984,18
TREM2,3,0.7327323070400891,0.8486919872819271,18
CD59,6,0.7489422956070376,0.8431931319438091,18
GM2A,4,0.7800157438230301,0.8321133990302978,18
PLA2G7,3,0.7199046719011744,0.8013558864177273,18
BRI3,2,0.7096420840605686,0.7786010677542583,18
SDC2,2,0.6976960918289168,0.7176307391900307,18
GPX3,2,0.7740321538586106,0.7142609484531152,18
NDUFB9,2,0.6966690289508121,0.6968489572481835,18
CREG1,3,0.7573119782548462,0.680975288841746,18
CPM,3,0.7038301613086524,0.6738118184038764,18
CTSK,2,0.6832344533885392,0.6540464636149557,18
FUCA1,3,0.8196791475305288,0.6485644070711696,18
SCPEP1,2,0.7416668191442627,0.639333962822797,18
ITGB2,2,0.6669546567375064,0.6371309399289964,18
LAMP2,3,0.7833106563327652,0.6341653642543699,18
ALDH1A1,5,0.7579141752706311,0.6163517043375392,18
VAT1,3,0.7373032275538833,0.6141395448152439,18
HEXA,3,0.7813372657358322,0.6108057580893396,18
BLVRB,2,0.7289435781332614,0.6103692001884569,18
LAMP1,2,0.7123938513684973,0.5858399965656583,18
AKR1B1,3,0.6778310055472644,0.5674435492748109,18
DNASE2,2,0.7777266934803557,0.566665743088254,18
TIMP2,3,0.7402446204981908,0.5586570231693224,18
RARRES1,4,0.7452333435243856,0.5510113688323626,18
TSPAN4,3,0.766972844872289,0.5498304740897879,18
TCN2,2,0.7271844370059234,0.5483072646825988,18
NPL,2,0.6988726330278621,0.5265609367039853,18
SPARC,3,0.6832953319433028,0.5163642083045773,18
CD99,2,0.6275699445657057,0.4767866239368226,18
TDRD3,2,0.6457138691595896,0.4614624305382343,18
KCNMA1,3,0.6676395255380974,0.46108306675548755,18
C2,2,0.7033735867541615,0.4586269750011804,18
GNS,3,0.7021182386382037,0.43317681782065054,18
SLC15A3,2,0.6675258733664994,0.4292693144882175,18
OTOA,2,0.7044588535698983,0.4047484795219685,18
SLC29A1,2,0.6799707817428409,0.39260276517539916,18
PIK3IP1,2,0.6716197679086384,0.3727939394537074,18
TMEM37,2,0.6238018218424719,0.2954659750502081,18
EPHX1,2,0.6552582071613433,0.2718411177620478,18
RBP1,2,0.6258272257855353,0.2587612676861919,18
CTSL,2,0.7965767096595197,1.1850951786035537,19
CD63,2,0.8342874180080708,0.9699608331755147,19
CALR,2,0.799635330477106,0.9603871165829977,19
MYDGF,2,0.7546131253703183,0.6873642565732951,19
BLVRB,2,0.737151479052178,0.6763369621906195,19
PDIA6,2,0.7564273945517539,0.6758618234551949,19
ATP6V1F,2,0.7361015483241209,0.640211861322342,19
PDXK,2,0.7272722574527544,0.5733409676412013,19
SDF2L1,2,0.7264746731165626,0.5533045572885942,19
KDELR2,2,0.7102303982736833,0.5234876005707438,19
ATP5G3,2,0.6777336895814222,0.5159859184804577,19
ATP6V0D1,2,0.6896067916728228,0.5097873231257839,19
AKR1A1,2,0.684678670044016,0.44906169458470346,19
TMEM147,2,0.6820649612325473,0.42742742276329726,19
HSPE1,2,0.6699397893170942,0.42660071732296756,19
SDS,2,0.659490513716482,0.4256477882002877,19
LAIR1,2,0.6710924089174609,0.38327331063589765,19
PSMD8,2,0.6659713136274286,0.3745336575489,19
SDSL,2,0.6752303039267773,0.32468390497706956,19
DNPH1,2,0.6679779541348861,0.30916226130446833,19
P2RX4,2,0.6685520308010675,0.30795669191414365,19
HSD3B7,2,0.6659644533065929,0.28833999974008206,19
S100A8,2,0.9198151568485424,2.7514907802984214,20
S100A9,2,0.9340804660894466,2.5390088190114097,20
TIMP1,3,0.8702659922258347,2.051013289601665,20
G0S2,5,0.8234812256464754,1.9873978220657682,20
THBS1,4,0.8383864159007919,1.9271333520376044,20
NAMPT,4,0.9024862876649913,1.7629725201126791,20
VCAN,3,0.8398887112641417,1.6793717329226714,20
SOD2,4,0.8522483915536857,1.6226554968386755,20
IL1B,4,0.7488795880172691,1.5403324211791525,20
SLC2A3,4,0.8631421414602856,1.5357338875621593,20
S100A12,2,0.7843729718570112,1.3307501934293091,20
EREG,4,0.7713523857676423,1.317436378119597,20
SAMSN1,2,0.8286577065740222,1.2835244353394075,20
SRGN,3,0.8877487990002179,1.2426966178697119,20
PLAUR,5,0.8202498865347149,1.2323875143765533,20
IER3,2,0.7807081348490037,1.2152731613580552,20
NFKBIA,2,0.7998917168139223,1.110611188099798,20
RP11-1143G9.4,2,0.7381156572695688,1.057525349302315,20
CEBPB,2,0.7625024659052247,1.0535274776966266,20
CXCL2,2,0.686672165840945,1.042668786369446,20
MCL1,4,0.8200538982458997,0.9541867529707295,20
CD93,2,0.7330287315811262,0.8729976622890634,20
APOBEC3A,2,0.7080408911584753,0.835420340576221,20
SLC25A37,4,0.7207104983876925,0.8288480923063497,20
PPIF,5,0.7140755281753506,0.8181315124653528,20
MAT2A,2,0.7095002642615347,0.807543764493316,20
CD300E,4,0.7158490984162409,0.8046556276848016,20
SERPINB9,2,0.7176255285353317,0.8010251610555361,20
NLRP3,3,0.7149102293247809,0.7942722253995337,20
HBEGF,2,0.6770379185005644,0.7875171920851483,20
LCP2,2,0.6990222497741141,0.7714152022467626,20
THBD,3,0.6870273366960659,0.7683311704685165,20
TNFAIP3,3,0.7202330051142402,0.7599538357317224,20
MXD1,4,0.7189127887982181,0.7559428425691902,20
AQP9,2,0.7280244051629775,0.7352049826738641,20
OSM,3,0.7050082469890188,0.7194038288849234,20
CD44,3,0.7523250858948929,0.708780157591888,20
CTB-61M7.2,2,0.6939989254351528,0.6952534937915033,20
HIF1A,2,0.7024216192861609,0.6829565292636383,20
BASP1,3,0.651650135568006,0.6699200327294799,20
ACSL1,3,0.7176465426147878,0.666569145537857,20
TNFRSF1B,3,0.6878019989733626,0.6499663820270277,20
CYP1B1,2,0.6611995965484259,0.6474208945936502,20
VEGFA,5,0.6744126707703881,0.6333997178897806,20
FOSL2,2,0.68543519341526,0.6156807373179529,20
PFKFB3,5,0.6723920336112559,0.6155103966254718,20
PDE4B,3,0.6745167839663557,0.6138944342825938,20
EHD1,3,0.7173391270048057,0.611358668888863,20
ATP13A3,2,0.6789605625739923,0.58501908074419,20
BCL2A1,2,0.6676590052676611,0.5764400712690112,20
NFKB1,2,0.6807602876437473,0.5633127016932112,20
ATP2B1,3,0.6425777790692526,0.5563033335792864,20
TLR2,3,0.6588239733979294,0.5425183503380622,20
GK,3,0.6999335048636443,0.5390053741400349,20
LITAF,3,0.7020460419987602,0.5343150663378093,20
CHMP1B,2,0.6156106124286402,0.4874380277567689,20
SERPINB2,3,0.6302574554994687,0.46606218680459527,20
PPP1CB,2,0.6260116025750562,0.4477275821100775,20
KDM6B,3,0.6459115895142146,0.44677409998722856,20
GCHFR,3,0.7637015785576982,1.1038796644851516,21
C9orf16,2,0.803865564996971,0.9310216789389261,21
RP11-598F7.3,2,0.8383032381320153,0.8470233127969424,21
C1orf162,2,0.7462733808851278,0.7634174657387435,21
S100A13,2,0.8168336472834018,0.7303281635842526,21
ARPC1B,2,0.7258482695579528,0.6554671804227563,21
PTMS,2,0.7875586865700621,0.626727163630042,21
PHLDA3,2,0.8137736693810024,0.5792889732268767,21
FAM89A,2,0.8208075963162866,0.5777067876912516,21
HDDC2,2,0.7791199676991513,0.5421784056527643,21
PTPMT1,2,0.7846970813033416,0.5273505449565874,21
SMCO4,2,0.7419741671934377,0.522275669219095,21
FHL1,2,0.7895754462865223,0.5142287646320297,21
RP5-839B4.8,2,0.8020400831257108,0.511032618885515,21
LAMTOR1,2,0.705834088625809,0.5091590130590322,21
RHBDD2,2,0.7724071505913399,0.5085941530965263,21
HMGN3,2,0.735673778310888,0.46309089901438094,21
LINC00998,2,0.7176829422625564,0.4543587203476621,21
C20orf27,2,0.7507500588938193,0.4173299168808912,21
BHLHE41,2,0.7428357366540915,0.4011965184545548,21
ACOT7,2,0.6767486025982057,0.40013873795666577,21
AGPAT2,2,0.6840461927246617,0.3811575640268673,21
PYURF,2,0.7018474661728493,0.37719151786417143,21
LSM4,2,0.7022017062428099,0.37256719330834775,21
MRPL14,2,0.7091826475678826,0.36072113211060924,21
STAC,2,0.7163107020930944,0.266626125669337,21
NENF,2,0.6117205608968999,0.24869444841963187,21
